Incident_ID,Type_of_Crime,Severity,Date,Time,Day,Area,Lat,Lon,Street_Light,CCTV,Police_Distance_km,Victim_Age_Group,Arrest_Made,Case_Status,Risk_Label,Is_Real,Source
2631,Sexual Harassment (Public Transport),Medium,29-06-2018,08:30,Wednesday,Sayajigunj,22.225384,73.179717,No,Yes,14.7,Teen,Yes,Open,Low,FALSE,SYNTHETIC
2846,Sexual Assault (workplace),High,03-03-2021,12:00,Friday,Sayajigunj,22.368966,73.267708,Yes,Yes,12.9,Child,Yes,Open,Low,FALSE,SYNTHETIC
2649,Stalking,Medium,02-11-2021,06:00,Friday,Padra Road,22.269474,73.198201,Yes,Yes,1.7,Teen,No,Under Trial,Low,FALSE,SYNTHETIC
2279,Assault & Harassment,Medium,28-11-2022,17:30,Thursday,Waghodia,22.353741,73.075717,No,Yes,6.1,35-45,No,Under Trial,Medium,FALSE,SYNTHETIC
2670,Gang Rape,High,19-09-2024,12:00,Wednesday,Alkapuri,22.261808,73.108574,Yes,Yes,0.8,45+,Yes,Investigation,Low,FALSE,SYNTHETIC
2295,Sexual Assault (workplace),High,16-12-2024,22:00,Wednesday,Raopura,22.326157,73.191908,No,Yes,11.4,45+,Yes,Under Trial,High,FALSE,SYNTHETIC
2291,Sexual Assault (workplace),High,08-05-2020,17:30,Friday,Gorwa,22.183168,73.207599,No,No,14.6,18-25,No,Under Trial,Medium,FALSE,SYNTHETIC
2342,Rape (motel),High,19-02-2021,22:00,Sunday,Padra,22.182785,73.173973,No,Yes,3.6,Teen,No,Under Trial,Medium,FALSE,SYNTHETIC
2460,Stalking,Medium,28-08-2021,15:00,Thursday,Manjalpur,22.334437,73.247472,Yes,Yes,5.8,18-25,Yes,Investigation,Medium,FALSE,SYNTHETIC
2091,Molestation,Medium,01-03-2019,23:30,Tuesday,Sayajigunj,22.314184,73.086061,No,Yes,1.8,45+,No,Open,Low,FALSE,SYNTHETIC
2970,Attempted Rape,High,22-09-2019,08:30,Tuesday,Kunal Crossroads,22.387372,73.040243,No,No,12.6,25-35,Yes,Investigation,Medium,FALSE,SYNTHETIC
2467,Sexual Assault (workplace),High,26-02-2022,22:00,Friday,Alkapuri,22.167675,73.253359,Yes,Yes,5.1,Teen,No,Investigation,Low,FALSE,SYNTHETIC
2344,Stalking,Medium,10-02-2019,12:00,Friday,Gotri,22.353455,73.149135,No,No,9.5,35-45,No,Open,Low,FALSE,SYNTHETIC
2235,Sexual Harassment (Public Transport),Medium,10-11-2021,23:30,Friday,Kunal Crossroads,22.217609,73.036516,No,Yes,9,Teen,No,Open,High,FALSE,SYNTHETIC
2240,Molestation,Medium,10-10-2021,17:30,Friday,Kunal Crossroads,22.393965,73.213088,No,Yes,6.7,Child,No,Investigation,Low,FALSE,SYNTHETIC
2783,Gang Rape,High,11-01-2025,23:30,Wednesday,Nizampura,22.193738,73.257582,No,Yes,5.4,25-35,No,Investigation,High,FALSE,SYNTHETIC
2658,Attempted Theft & Harassment,Low,02-04-2019,08:30,Thursday,Kunal Crossroads,22.29805,73.077039,Yes,No,14.1,45+,No,Open,Low,FALSE,SYNTHETIC
2475,Molestation,Medium,17-01-2020,12:00,Friday,Akota,22.209476,73.040288,Yes,No,4.9,18-25,No,Open,Low,FALSE,SYNTHETIC
2651,Sexual Assault (workplace),High,15-07-2021,15:00,Thursday,Gorwa,22.249618,73.182702,Yes,Yes,14.6,25-35,Yes,Open,High,FALSE,SYNTHETIC
2358,Gang Rape,High,27-12-2020,20:30,Tuesday,Waghodia,22.267537,73.078048,No,No,12.7,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2507,Assault & Harassment,Medium,27-11-2019,06:00,Friday,Harni,22.159344,73.194442,Yes,No,6.5,45+,No,Open,Medium,FALSE,SYNTHETIC
2826,Eve-teasing,Low,06-12-2024,06:00,Monday,Raopura,22.31365,73.076064,No,No,7.7,35-45,No,Open,Medium,FALSE,SYNTHETIC
2118,Stalking,Medium,16-04-2021,15:00,Tuesday,Gotri,22.371448,73.108899,No,No,4.8,35-45,No,Open,Medium,FALSE,SYNTHETIC
2336,Sexual Harassment (Public Transport),Medium,13-10-2020,17:30,Friday,Waghodia,22.318424,73.235269,No,Yes,1.3,18-25,No,Open,Low,FALSE,SYNTHETIC
2346,Attempted Rape,High,18-11-2018,20:30,Thursday,Vadodara Railway Station,22.265938,73.269149,Yes,Yes,13.1,Child,No,Investigation,Medium,FALSE,SYNTHETIC
2923,Theft (with harassment),Medium,14-11-2023,19:00,Wednesday,Chhani,22.312094,73.247696,Yes,No,7.3,35-45,No,Open,High,FALSE,SYNTHETIC
2730,Rape (motel),High,06-09-2020,15:00,Sunday,Vadodara Railway Station,22.16875,73.0681,No,Yes,9.5,35-45,Yes,Under Trial,Low,FALSE,SYNTHETIC
2929,Sexual Assault (workplace),High,17-03-2025,15:00,Friday,Padra Road,22.303603,73.144064,No,No,0.2,35-45,No,Investigation,Low,FALSE,SYNTHETIC
2810,Rape (motel),High,15-07-2023,08:30,Monday,Padra Road,22.325773,73.221394,No,Yes,0.7,Teen,No,Investigation,Medium,FALSE,SYNTHETIC
2637,Stalking,Medium,13-12-2019,23:30,Tuesday,Sayajigunj,22.276856,73.13656,No,No,7.1,18-25,Yes,Open,Low,FALSE,SYNTHETIC
2180,Sexual Harassment (Public Transport),Medium,03-12-2018,17:30,Wednesday,Akota,22.327919,73.188475,No,No,11.1,25-35,No,Open,Low,FALSE,SYNTHETIC
2194,Harassment,Low,16-01-2023,20:30,Wednesday,Chhani,22.326184,73.081446,No,Yes,11.3,Teen,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2389,Molestation,Medium,16-11-2023,12:00,Tuesday,Suncity,22.314058,73.171211,Yes,No,2.5,Teen,Yes,Open,High,FALSE,SYNTHETIC
2313,Gang Rape,High,13-08-2024,15:00,Sunday,Gotri,22.215154,73.253496,No,Yes,8.2,Child,Yes,Open,Low,FALSE,SYNTHETIC
2189,Sexual Assault (workplace),High,13-10-2020,19:00,Sunday,Padra,22.303169,73.170805,No,Yes,9.7,Child,No,Sentenced,Low,FALSE,SYNTHETIC
2594,Harassment,Low,07-07-2021,08:30,Friday,Akota,22.379779,73.14048,Yes,No,4.7,Child,No,Open,Medium,FALSE,SYNTHETIC
2059,Attempted Theft & Harassment,Low,26-11-2018,06:00,Wednesday,Suncity,22.23058,73.092592,Yes,Yes,1.6,Child,Yes,Sentenced,Medium,FALSE,SYNTHETIC
2010,Sexual Assault (workplace),High,24-08-2025,23:30,Friday,Karjan,22.235044,73.103375,Yes,No,2.5,Teen,No,Sentenced,Medium,FALSE,SYNTHETIC
2516,Sexual Harassment (Public Transport),Medium,09-07-2021,17:30,Friday,Waghodia,22.374193,73.197918,Yes,No,13.3,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2676,Sexual Harassment (Public Transport),Medium,17-12-2023,08:30,Wednesday,Harni,22.16649,73.190044,Yes,Yes,5.6,25-35,No,Open,Medium,FALSE,SYNTHETIC
2538,Harassment,Low,20-05-2024,12:00,Monday,Sayajigunj,22.350389,73.100739,No,No,12,Child,Yes,Investigation,Medium,FALSE,SYNTHETIC
2817,Attempted Theft & Harassment,Low,28-11-2023,17:30,Tuesday,Kunal Crossroads,22.285355,73.056095,Yes,No,5.3,35-45,No,Open,Low,FALSE,SYNTHETIC
2577,Eve-teasing,Low,13-08-2019,12:00,Wednesday,Karjan,22.188557,73.268041,No,Yes,10.2,Teen,No,Open,Medium,FALSE,SYNTHETIC
2146,Stalking,Medium,17-12-2022,17:30,Friday,Vasna,22.200517,73.164644,Yes,Yes,14,Child,No,Open,Medium,FALSE,SYNTHETIC
2899,Rape (motel),High,01-03-2023,19:00,Wednesday,Gotri,22.321597,73.093082,No,Yes,5.2,25-35,Yes,Investigation,Low,FALSE,SYNTHETIC
2476,Theft (with harassment),Medium,09-11-2021,12:00,Thursday,Gorwa,22.284967,73.070649,No,Yes,4.7,Teen,No,Closed,Medium,FALSE,SYNTHETIC
2805,Assault & Harassment,Medium,16-05-2024,23:30,Sunday,Waghodia,22.196326,73.212494,No,No,13.7,Child,No,Open,Low,FALSE,SYNTHETIC
2046,Harassment,Low,20-05-2021,08:30,Thursday,Padra Road,22.236801,73.137095,Yes,No,5.7,45+,No,Open,Medium,FALSE,SYNTHETIC
2122,Harassment,Low,28-01-2022,23:30,Wednesday,Padra,22.185695,73.181893,No,No,11.8,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2906,Assault & Harassment,Medium,05-08-2024,20:30,Tuesday,Vadodara Railway Station,22.285364,73.148901,No,No,8.5,25-35,No,Open,High,FALSE,SYNTHETIC
2808,Stalking,Medium,03-11-2018,23:30,Friday,Padra Road,22.363299,73.262952,No,No,7.6,35-45,Yes,Investigation,High,FALSE,SYNTHETIC
2636,Theft (with harassment),Medium,06-11-2023,19:00,Tuesday,Padra,22.307446,73.046154,Yes,Yes,7.5,18-25,Yes,Investigation,Low,FALSE,SYNTHETIC
2312,Molestation,Medium,29-03-2025,08:30,Sunday,Karjan,22.372824,73.079108,Yes,No,11.1,Child,Yes,Under Trial,High,FALSE,SYNTHETIC
2645,Gang Rape,High,01-11-2020,17:30,Sunday,Ajwa Road,22.314622,73.125697,No,Yes,4.8,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2230,Eve-teasing,Low,27-03-2024,23:30,Tuesday,Raopura,22.265511,73.230974,Yes,No,2.3,Teen,Yes,Under Trial,High,FALSE,SYNTHETIC
2888,Sexual Assault (workplace),High,27-09-2024,19:00,Friday,Vasna,22.250288,73.040032,No,Yes,13.9,18-25,Yes,Investigation,Medium,FALSE,SYNTHETIC
2689,Eve-teasing,Low,24-01-2018,19:00,Tuesday,Sayajigunj,22.197392,73.040064,No,No,6,Child,No,Closed,Low,FALSE,SYNTHETIC
2286,Sexual Assault (workplace),High,28-01-2023,08:30,Tuesday,Manjalpur,22.205437,73.115339,No,Yes,12.5,25-35,No,Under Trial,Low,FALSE,SYNTHETIC
2715,Attempted Theft & Harassment,Low,03-06-2025,19:00,Saturday,Karjan,22.349671,73.227214,No,Yes,13,18-25,Yes,Open,Low,FALSE,SYNTHETIC
2956,Theft (with harassment),Medium,06-10-2024,06:00,Monday,Sama,22.267372,73.255721,No,No,2.1,Child,No,Sentenced,Medium,FALSE,SYNTHETIC
2030,Attempted Theft & Harassment,Low,09-09-2024,20:30,Monday,Gorwa,22.346607,73.139098,No,Yes,14.8,Teen,No,Closed,Low,FALSE,SYNTHETIC
2877,Harassment,Low,06-12-2018,20:30,Friday,Manjalpur,22.260845,73.207648,Yes,No,4.9,45+,No,Sentenced,Low,FALSE,SYNTHETIC
1003,Sexual Assault (Minor),High,30-08-2024,18:00,Saturday,Sindhrot,22.22,73.32,No,Yes,12,5,Yes,Investigation,High,TRUE,Times of India (Sep 2024) - Sindhrot assault
2525,Stalking,Medium,31-05-2022,20:30,Tuesday,Padra Road,22.155184,73.035743,No,Yes,8.5,45+,Yes,Closed,High,FALSE,SYNTHETIC
2331,Attempted Theft & Harassment,Low,18-05-2018,23:30,Wednesday,Ajwa Road,22.207918,73.072371,No,No,0.7,18-25,Yes,Sentenced,Low,FALSE,SYNTHETIC
2885,Stalking,Medium,04-10-2023,15:00,Wednesday,Karjan,22.266922,73.037862,No,No,1.9,Child,Yes,Investigation,Medium,FALSE,SYNTHETIC
2517,Rape (motel),High,27-07-2023,08:30,Thursday,Raopura,22.180569,73.231672,Yes,Yes,5.1,45+,No,Under Trial,Medium,FALSE,SYNTHETIC
2325,Stalking,Medium,03-07-2019,17:30,Saturday,Vasna,22.377521,73.050954,Yes,Yes,9.1,45+,No,Open,Low,FALSE,SYNTHETIC
2975,Theft (with harassment),Medium,13-06-2018,19:00,Friday,Nizampura,22.293336,73.160691,Yes,Yes,14.1,Child,No,Investigation,Low,FALSE,SYNTHETIC
2462,Theft (with harassment),Medium,14-07-2019,08:30,Friday,Nizampura,22.254556,73.220085,Yes,Yes,3.5,25-35,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2556,Theft (with harassment),Medium,13-10-2023,08:30,Monday,Gotri,22.349747,73.270662,Yes,Yes,11.4,Teen,Yes,Under Trial,Low,FALSE,SYNTHETIC
2014,Rape (motel),High,20-09-2018,19:00,Sunday,Alkapuri,22.28848,73.17711,No,Yes,0.3,Child,Yes,Open,High,FALSE,SYNTHETIC
2012,Rape (motel),High,07-09-2020,06:00,Friday,Raopura,22.386737,73.051413,Yes,No,7.4,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2212,Rape (motel),High,16-02-2019,12:00,Friday,Manjalpur,22.332502,73.117884,No,Yes,6.6,18-25,Yes,Open,Low,FALSE,SYNTHETIC
2944,Assault & Harassment,Medium,27-10-2018,12:00,Friday,Padra Road,22.263512,73.225278,No,Yes,11.1,35-45,Yes,Investigation,Low,FALSE,SYNTHETIC
2173,Gang Rape,High,10-03-2018,23:30,Monday,Karjan,22.39437,73.034286,Yes,Yes,12.2,Child,No,Under Trial,High,FALSE,SYNTHETIC
2314,Eve-teasing,Low,19-03-2023,23:30,Tuesday,Ajwa Road,22.249196,73.155542,Yes,Yes,10,45+,Yes,Under Trial,Low,FALSE,SYNTHETIC
1004,Repeated Rape (Domestic),High,01-02-2024,Various,Various,Vadodara (residential),22.3072,73.1812,Yes,No,2,40,Yes,Investigation,High,TRUE,Local reports (2024) - Domestic repeated rape allegation
2185,Assault & Harassment,Medium,06-08-2021,15:00,Wednesday,Vasna,22.194409,73.12956,No,No,4.9,Child,No,Sentenced,Medium,FALSE,SYNTHETIC
2495,Sexual Assault (workplace),High,11-08-2024,12:00,Monday,Nizampura,22.389437,73.075212,No,Yes,5.5,35-45,No,Open,Low,FALSE,SYNTHETIC
2780,Theft (with harassment),Medium,14-02-2019,17:30,Sunday,Kunal Crossroads,22.272665,73.117695,No,No,8.3,Child,No,Open,Medium,FALSE,SYNTHETIC
2287,Rape (motel),High,04-08-2022,08:30,Wednesday,Karjan,22.19898,73.060186,Yes,No,12.8,18-25,No,Under Trial,Low,FALSE,SYNTHETIC
2090,Gang Rape,High,28-03-2024,06:00,Wednesday,Padra Road,22.290421,73.197503,No,No,6.3,Child,No,Closed,Medium,FALSE,SYNTHETIC
2411,Eve-teasing,Low,10-05-2018,17:30,Wednesday,Suncity,22.274264,73.089411,Yes,Yes,6.9,25-35,Yes,Investigation,Low,FALSE,SYNTHETIC
2058,Rape (motel),High,02-09-2018,12:00,Wednesday,Sama,22.337239,73.172302,No,No,4.5,Teen,No,Investigation,Medium,FALSE,SYNTHETIC
2065,Eve-teasing,Low,20-02-2020,23:30,Wednesday,Akota,22.219062,73.227502,No,Yes,6.3,45+,No,Under Trial,Low,FALSE,SYNTHETIC
2267,Stalking,Medium,08-08-2018,08:30,Tuesday,Vasna,22.275119,73.246874,Yes,No,5.8,25-35,No,Open,High,FALSE,SYNTHETIC
2063,Harassment,Low,30-11-2022,22:00,Monday,Manjalpur,22.393287,73.182218,Yes,Yes,3.7,18-25,No,Investigation,Medium,FALSE,SYNTHETIC
2972,Attempted Theft & Harassment,Low,21-08-2018,08:30,Wednesday,Karjan,22.333111,73.256183,Yes,Yes,9.7,25-35,No,Investigation,Low,FALSE,SYNTHETIC
2770,Harassment,Low,19-07-2023,06:00,Sunday,Sayajigunj,22.317625,73.147038,No,No,5.9,35-45,Yes,Open,High,FALSE,SYNTHETIC
2875,Sexual Harassment (Public Transport),Medium,18-05-2018,17:30,Sunday,Vasna,22.160979,73.203875,No,No,3.9,Child,Yes,Sentenced,High,FALSE,SYNTHETIC
2379,Theft (with harassment),Medium,24-05-2023,23:30,Thursday,Sayajigunj,22.24883,73.172833,No,Yes,8.5,Child,Yes,Open,Low,FALSE,SYNTHETIC
2304,Harassment,Low,20-07-2025,08:30,Friday,Harni,22.310356,73.184587,Yes,No,11.4,45+,Yes,Under Trial,Low,FALSE,SYNTHETIC
2500,Sexual Harassment (Public Transport),Medium,29-12-2021,22:00,Tuesday,Vadodara Railway Station,22.396881,73.157854,Yes,Yes,2.4,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2897,Assault & Harassment,Medium,08-10-2024,22:00,Friday,Ajwa Road,22.345251,73.208006,No,Yes,12.7,25-35,Yes,Under Trial,High,FALSE,SYNTHETIC
2903,Attempted Rape,High,22-04-2019,15:00,Sunday,Padra Road,22.39873,73.183895,No,No,8.2,18-25,Yes,Open,Medium,FALSE,SYNTHETIC
1006,Assault & Harassment,Medium,12-08-2024,15:00,Monday,Padra,22.346,73.031,Yes,No,6,30-45,Yes,Investigation,Medium,TRUE,"Times of India (Aug 12, 2024) - Padra assault"
2712,Harassment,Low,04-08-2019,06:00,Saturday,Raopura,22.206669,73.126346,Yes,No,5.4,25-35,Yes,Closed,Medium,FALSE,SYNTHETIC
2446,Harassment,Low,27-09-2021,17:30,Sunday,Chhani,22.308068,73.269706,No,Yes,1.5,45+,No,Open,Medium,FALSE,SYNTHETIC
2078,Attempted Rape,High,05-01-2019,20:30,Wednesday,Alkapuri,22.284143,73.143697,Yes,Yes,10.2,Child,No,Investigation,High,FALSE,SYNTHETIC
2247,Harassment,Low,03-05-2021,15:00,Sunday,Manjalpur,22.248226,73.167416,No,Yes,7.5,Teen,No,Open,Low,FALSE,SYNTHETIC
2338,Sexual Assault (workplace),High,13-03-2019,08:30,Wednesday,Waghodia,22.388945,73.153166,No,No,0.3,45+,Yes,Under Trial,Low,FALSE,SYNTHETIC
2849,Sexual Assault (workplace),High,23-12-2019,22:00,Monday,Kunal Crossroads,22.178384,73.204242,No,No,10.6,35-45,No,Investigation,Medium,FALSE,SYNTHETIC
2779,Stalking,Medium,16-07-2024,06:00,Tuesday,Vasna,22.268142,73.041294,Yes,Yes,0.5,Child,No,Under Trial,Medium,FALSE,SYNTHETIC
2361,Eve-teasing,Low,17-11-2019,17:30,Sunday,Padra Road,22.248952,73.090772,Yes,Yes,14.5,45+,No,Investigation,Low,FALSE,SYNTHETIC
2612,Attempted Rape,High,10-10-2024,12:00,Monday,Harni,22.152133,73.104869,No,Yes,12.4,35-45,No,Under Trial,Medium,FALSE,SYNTHETIC
2362,Sexual Assault (workplace),High,08-10-2019,22:00,Saturday,Waghodia,22.304661,73.262712,Yes,Yes,15,Child,Yes,Open,Medium,FALSE,SYNTHETIC
2471,Stalking,Medium,26-01-2023,19:00,Tuesday,Waghodia,22.372976,73.144469,No,Yes,1.4,18-25,No,Sentenced,Low,FALSE,SYNTHETIC
2099,Molestation,Medium,22-10-2021,15:00,Saturday,Kunal Crossroads,22.169095,73.188306,Yes,Yes,8.1,18-25,No,Open,High,FALSE,SYNTHETIC
2881,Harassment,Low,24-07-2021,06:00,Sunday,Padra,22.204381,73.123632,Yes,Yes,1.4,Child,Yes,Open,Medium,FALSE,SYNTHETIC
2231,Rape (motel),High,05-03-2022,08:30,Tuesday,Padra Road,22.214705,73.233187,Yes,No,0.5,Teen,Yes,Closed,Medium,FALSE,SYNTHETIC
2504,Sexual Assault (workplace),High,25-03-2019,22:00,Thursday,Harni,22.284848,73.147455,No,No,8.5,18-25,Yes,Open,Medium,FALSE,SYNTHETIC
1010,Sexual Assault (Workplace),High,11-01-2025,11:00,Monday,SSG Hospital vicinity,22.3072,73.1812,Yes,Yes,0.8,54,Yes,Investigation,High,TRUE,Times of India (Jan 2025) - hospital staff allegation
2177,Stalking,Medium,05-01-2020,19:00,Friday,Alkapuri,22.296759,73.218064,No,No,10.7,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2584,Rape (motel),High,31-10-2021,15:00,Tuesday,Nizampura,22.232114,73.258505,No,No,2.2,Teen,No,Open,Low,FALSE,SYNTHETIC
2062,Sexual Harassment (Public Transport),Medium,17-05-2025,23:30,Friday,Nizampura,22.163551,73.15961,Yes,No,9.4,35-45,No,Under Trial,Low,FALSE,SYNTHETIC
2764,Harassment,Low,10-03-2021,12:00,Sunday,Chhani,22.373957,73.259509,No,No,0.8,Child,Yes,Open,Low,FALSE,SYNTHETIC
2568,Theft (with harassment),Medium,16-12-2020,22:00,Saturday,Suncity,22.322254,73.266955,No,Yes,11,35-45,Yes,Open,Low,FALSE,SYNTHETIC
2778,Sexual Assault (workplace),High,08-02-2023,12:00,Monday,Alkapuri,22.26865,73.113514,No,No,2.8,25-35,Yes,Open,Medium,FALSE,SYNTHETIC
2220,Eve-teasing,Low,15-02-2022,12:00,Tuesday,Karjan,22.373567,73.19853,Yes,No,1.9,Child,Yes,Open,High,FALSE,SYNTHETIC
2271,Attempted Rape,High,25-09-2018,06:00,Wednesday,Sama,22.263982,73.160072,Yes,Yes,8,35-45,Yes,Open,High,FALSE,SYNTHETIC
2192,Theft (with harassment),Medium,27-11-2021,22:00,Monday,Manjalpur,22.330498,73.143112,Yes,Yes,1.2,Teen,Yes,Open,Low,FALSE,SYNTHETIC
2698,Eve-teasing,Low,12-03-2019,12:00,Monday,Vadodara Railway Station,22.16026,73.272083,No,No,13.3,18-25,Yes,Under Trial,High,FALSE,SYNTHETIC
2340,Eve-teasing,Low,12-09-2025,12:00,Wednesday,Nizampura,22.324561,73.145018,No,Yes,10.4,Teen,Yes,Open,Low,FALSE,SYNTHETIC
2430,Eve-teasing,Low,16-05-2024,22:00,Friday,Gorwa,22.295067,73.270434,Yes,Yes,1.4,Child,No,Investigation,Low,FALSE,SYNTHETIC
2208,Eve-teasing,Low,05-05-2025,19:00,Thursday,Karjan,22.242961,73.25595,Yes,Yes,2.6,35-45,No,Under Trial,Medium,FALSE,SYNTHETIC
2931,Theft (with harassment),Medium,31-07-2021,23:30,Saturday,Vasna,22.190783,73.04639,Yes,Yes,6.6,25-35,Yes,Closed,Medium,FALSE,SYNTHETIC
2927,Stalking,Medium,11-11-2023,17:30,Wednesday,Gotri,22.206897,73.176419,Yes,Yes,8.8,35-45,Yes,Investigation,Medium,FALSE,SYNTHETIC
2777,Attempted Theft & Harassment,Low,22-01-2019,12:00,Tuesday,Ajwa Road,22.30553,73.214773,Yes,No,12.8,Child,Yes,Open,Medium,FALSE,SYNTHETIC
2482,Harassment,Low,16-08-2024,20:30,Tuesday,Waghodia,22.252365,73.258603,Yes,Yes,6.3,45+,No,Under Trial,Medium,FALSE,SYNTHETIC
2445,Attempted Theft & Harassment,Low,13-05-2023,20:30,Thursday,Chhani,22.345234,73.226345,Yes,No,8.2,Teen,No,Sentenced,High,FALSE,SYNTHETIC
2343,Harassment,Low,21-08-2019,12:00,Friday,Vasna,22.194152,73.154899,Yes,No,14.9,Child,No,Under Trial,Low,FALSE,SYNTHETIC
2449,Assault & Harassment,Medium,01-06-2018,19:00,Friday,Gotri,22.346945,73.040704,Yes,Yes,1.9,Child,No,Closed,High,FALSE,SYNTHETIC
2916,Attempted Theft & Harassment,Low,09-03-2023,08:30,Wednesday,Alkapuri,22.158081,73.199218,Yes,Yes,13,35-45,No,Open,Medium,FALSE,SYNTHETIC
2409,Attempted Rape,High,23-08-2022,06:00,Sunday,Ajwa Road,22.291236,73.199549,No,Yes,8.4,Teen,Yes,Investigation,Low,FALSE,SYNTHETIC
1008,Stalking and Threats,Medium,15-11-2024,19:30,Friday,Sayajiganj,22.307,73.18,Yes,No,3,25,No,Open,High,TRUE,Local media (Nov 2024) - stalking reports
2136,Sexual Harassment (Public Transport),Medium,08-01-2024,06:00,Friday,Manjalpur,22.183484,73.096118,Yes,No,5.6,35-45,No,Open,Low,FALSE,SYNTHETIC
2522,Eve-teasing,Low,19-08-2022,19:00,Saturday,Suncity,22.3561,73.204621,No,No,7.7,25-35,No,Investigation,High,FALSE,SYNTHETIC
2421,Assault & Harassment,Medium,30-05-2023,20:30,Saturday,Waghodia,22.20206,73.203515,Yes,No,6.6,35-45,No,Investigation,Low,FALSE,SYNTHETIC
2463,Theft (with harassment),Medium,21-12-2018,20:30,Sunday,Ajwa Road,22.36555,73.084111,Yes,Yes,7.2,35-45,No,Open,Medium,FALSE,SYNTHETIC
2403,Eve-teasing,Low,29-06-2024,19:00,Thursday,Gotri,22.342128,73.110705,Yes,Yes,13.5,Teen,No,Under Trial,Low,FALSE,SYNTHETIC
2759,Molestation,Medium,04-02-2025,08:30,Friday,Nizampura,22.372362,73.269524,No,No,3.9,35-45,No,Investigation,High,FALSE,SYNTHETIC
2930,Gang Rape,High,28-03-2025,17:30,Tuesday,Karjan,22.212256,73.098822,No,Yes,8.5,25-35,No,Open,Medium,FALSE,SYNTHETIC
2315,Stalking,Medium,04-06-2023,19:00,Sunday,Gotri,22.340368,73.087937,No,No,4.1,18-25,Yes,Investigation,Medium,FALSE,SYNTHETIC
2557,Attempted Theft & Harassment,Low,21-04-2020,19:00,Sunday,Padra,22.223031,73.140379,Yes,Yes,7.7,Child,Yes,Open,Low,FALSE,SYNTHETIC
2915,Theft (with harassment),Medium,24-02-2023,15:00,Sunday,Vadodara Railway Station,22.397428,73.229188,Yes,Yes,14.6,45+,Yes,Under Trial,High,FALSE,SYNTHETIC
2548,Eve-teasing,Low,20-11-2022,23:30,Saturday,Sayajigunj,22.225229,73.145856,No,No,7.2,Teen,Yes,Open,Low,FALSE,SYNTHETIC
2575,Harassment,Low,08-05-2019,23:30,Wednesday,Padra,22.218741,73.081451,No,Yes,12.5,45+,No,Open,Medium,FALSE,SYNTHETIC
2511,Stalking,Medium,09-11-2022,23:30,Friday,Kunal Crossroads,22.253579,73.092816,Yes,No,7.8,Child,Yes,Closed,Medium,FALSE,SYNTHETIC
2562,Gang Rape,High,10-11-2021,06:00,Friday,Karjan,22.3026,73.066715,No,No,6.2,Child,Yes,Closed,Medium,FALSE,SYNTHETIC
2688,Assault & Harassment,Medium,08-06-2022,19:00,Tuesday,Sama,22.257085,73.075546,No,No,12.2,Teen,No,Investigation,Medium,FALSE,SYNTHETIC
2429,Sexual Harassment (Public Transport),Medium,26-12-2021,15:00,Wednesday,Padra,22.301143,73.174485,Yes,Yes,12.7,18-25,No,Investigation,Medium,FALSE,SYNTHETIC
2434,Attempted Theft & Harassment,Low,02-04-2019,12:00,Sunday,Padra Road,22.187784,73.141663,Yes,No,12.2,25-35,Yes,Investigation,Medium,FALSE,SYNTHETIC
2209,Eve-teasing,Low,05-01-2018,15:00,Sunday,Vasna,22.183175,73.086548,No,Yes,10.3,Teen,Yes,Investigation,High,FALSE,SYNTHETIC
2333,Stalking,Medium,06-02-2021,15:00,Friday,Vadodara Railway Station,22.26369,73.130989,No,No,0.3,18-25,No,Investigation,Medium,FALSE,SYNTHETIC
2709,Sexual Harassment (Public Transport),Medium,07-10-2024,08:30,Wednesday,Chhani,22.155179,73.236641,Yes,Yes,11.5,Child,Yes,Open,Medium,FALSE,SYNTHETIC
2193,Molestation,Medium,15-10-2023,12:00,Thursday,Harni,22.232747,73.136592,Yes,Yes,7,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2060,Attempted Rape,High,12-04-2023,23:30,Wednesday,Nizampura,22.195372,73.176332,Yes,Yes,9.6,35-45,Yes,Investigation,Medium,FALSE,SYNTHETIC
2129,Assault & Harassment,Medium,30-05-2021,12:00,Saturday,Padra,22.383684,73.086368,No,Yes,14.2,45+,No,Under Trial,Low,FALSE,SYNTHETIC
2283,Assault & Harassment,Medium,09-11-2019,08:30,Thursday,Vasna,22.210223,73.272536,No,No,0.9,18-25,No,Investigation,Low,FALSE,SYNTHETIC
2609,Gang Rape,High,11-12-2018,17:30,Thursday,Nizampura,22.237894,73.175991,No,No,7.1,45+,No,Investigation,Medium,FALSE,SYNTHETIC
2758,Theft (with harassment),Medium,23-04-2020,22:00,Friday,Suncity,22.255934,73.21677,No,No,12.3,45+,Yes,Investigation,Medium,FALSE,SYNTHETIC
2487,Gang Rape,High,09-04-2021,23:30,Sunday,Waghodia,22.198454,73.187007,No,No,11.5,45+,Yes,Investigation,High,FALSE,SYNTHETIC
